Crop,county,state,fips,2014_Yield,2018_Yield,yieldChange
CORN,FAUQUIER,VA,51061,168.1,48,-120.1
CORN,FRANKLIN,VA,51067,151.7,51.2,-100.5
CORN,GLOUCESTER,VA,51073,171.4,57,-114.4
CORN,GREENSVILLE,VA,51081,115,54.3,-60.7
CORN,HANOVER,VA,51085,130.8,44.3,-86.5
CORN,KING AND QUEEN,VA,51097,129.2,46.5,-82.7
CORN,KING WILLIAM,VA,51101,148.4,46.3,-102.1
CORN,LEE,VA,51105,136.3,168.8,32.5
CORN,LOUDOUN,VA,51107,138.2,40.8,-97.4
CORN,LOUISA,VA,51109,106.5,46.2,-60.3
CORN,MADISON,VA,51113,154.8,41.8,-113
CORN,MATHEWS,VA,51115,155,37.6,-117.4
CORN,MIDDLESEX,VA,51119,153.2,44.1,-109.1
CORN,MONTGOMERY,VA,51121,152.1,46.2,-105.9
CORN,NEW KENT,VA,51127,151.2,30.2,-121
CORN,NORTHAMPTON,VA,51131,164,41.6,-122.4
CORN,NORTHUMBERLAND,VA,51133,144,38.7,-105.3
CORN,NOTTOWAY,VA,51135,107.2,32.9,-74.3
CORN,ORANGE,VA,51137,151.9,36,-115.9
CORN,PAGE,VA,51139,132.7,42.2,-90.5
CORN,PRINCE EDWARD,VA,51147,89.4,35.5,-53.9
CORN,PRINCE GEORGE,VA,51149,132.6,27.3,-105.3
CORN,PULASKI,VA,51155,147.8,49.8,-98
CORN,RAPPAHANNOCK,VA,51157,137.5,39.2,-98.3
CORN,RICHMOND,VA,51159,120.4,46.6,-73.8
CORN,ROCKBRIDGE,VA,51163,140.7,256.2,115.5
CORN,ROCKINGHAM,VA,51165,178.7,60.7,-118
CORN,SHENANDOAH,VA,51171,159.2,68.6,-90.6
CORN,SMYTH,VA,51173,162.5,61.8,-100.7
CORN,SPOTSYLVANIA,VA,51177,122.7,61.7,-61
CORN,STAFFORD,VA,51179,114.2,70.1,-44.1
CORN,SURRY,VA,51181,169.3,60,-109.3
CORN,WARREN,VA,51187,135,70.6,-64.4
CORN,WASHINGTON,VA,51191,166.7,73.6,-93.1
CORN,WESTMORELAND,VA,51193,132.6,69.5,-63.1
CORN,WYTHE,VA,51197,160.6,75.3,-85.3
CORN,CHESAPEAKE CITY,VA,51550,168.8,65.6,-103.2
CORN,SUFFOLK CITY,VA,51800,125.6,59.9,-65.7
CORN,VIRGINIA BEACH CITY,VA,51810,176.7,61.6,-115.1
CORN,OTHER (COMBINED) COUNTIES,VA,51998,943.5,76.7,-866.8
CORN,FRANKLIN,WA,53021,239.1,64.5,-174.6
CORN,GRANT,WA,53025,201.8,68.8,-133
CORN,OTHER (COMBINED) COUNTIES,WA,53998,414.5,62.6,-351.9
CORN,BERKELEY,WV,54003,140.5,76.7,-63.8
CORN,GREENBRIER,WV,54025,160,80,-80
CORN,HAMPSHIRE,WV,54027,118.9,71.2,-47.7
CORN,HARDY,WV,54031,160.7,45.2,-115.5
CORN,JEFFERSON,WV,54037,165.4,73.9,-91.5
CORN,MASON,WV,54053,156.9,60.9,-96
CORN,MINERAL,WV,54057,155.2,62.1,-93.1
CORN,MORGAN,WV,54065,117.4,48.7,-68.7
CORN,PENDLETON,WV,54071,136.8,63.9,-72.9
CORN,POCAHONTAS,WV,54075,144,51.2,-92.8
CORN,RANDOLPH,WV,54083,146.3,71.8,-74.5
CORN,WOOD,WV,54107,157.5,59.9,-97.6
CORN,OTHER (COMBINED) COUNTIES,WV,54998,381.8,52.5,-329.3
CORN,ADAMS,WI,55001,130.3,71.5,-58.8
CORN,ASHLAND,WI,55003,95.6,44.6,-51
CORN,BARRON,WI,55005,116.9,61.6,-55.3
CORN,BROWN,WI,55009,142.2,64.7,-77.5
CORN,BUFFALO,WI,55011,148.3,56.6,-91.7
CORN,BURNETT,WI,55013,95,50,-45
CORN,CALUMET,WI,55015,145.5,62.2,-83.3
CORN,CHIPPEWA,WI,55017,126.8,52.6,-74.2
CORN,CLARK,WI,55019,133.6,60.2,-73.4
CORN,COLUMBIA,WI,55021,166.2,55.5,-110.7
CORN,CRAWFORD,WI,55023,154,62.3,-91.7
CORN,DANE,WI,55025,180.7,65.6,-115.1
CORN,DODGE,WI,55027,166,42.2,-123.8
CORN,DOOR,WI,55029,120.6,68.6,-52
CORN,DUNN,WI,55033,140.8,55.4,-85.4
CORN,EAU CLAIRE,WI,55035,149.2,65.3,-83.9
CORN,FOND DU LAC,WI,55039,164.8,62.4,-102.4
CORN,GRANT,WI,55043,176.3,71.8,-104.5
CORN,GREEN,WI,55045,177.4,71,-106.4
CORN,GREEN LAKE,WI,55047,169.7,60.3,-109.4
CORN,IOWA,WI,55049,186.7,69.1,-117.6
CORN,JACKSON,WI,55053,149.5,77,-72.5
CORN,JEFFERSON,WI,55055,163.4,71.3,-92.1
CORN,JUNEAU,WI,55057,147.9,63.9,-84
CORN,KENOSHA,WI,55059,174.9,62,-112.9
CORN,KEWAUNEE,WI,55061,140.6,67.1,-73.5
CORN,LA CROSSE,WI,55063,167.1,70.2,-96.9
CORN,LAFAYETTE,WI,55065,182.4,64.7,-117.7
CORN,LINCOLN,WI,55069,119,55.4,-63.6
CORN,MANITOWOC,WI,55071,125.3,74.7,-50.6
CORN,MARATHON,WI,55073,124,81.6,-42.4
CORN,MARINETTE,WI,55075,112.4,77.7,-34.7
CORN,MARQUETTE,WI,55077,143.2,65.8,-77.4
CORN,MILWAUKEE,WI,55079,126.4,68.1,-58.3
CORN,MONROE,WI,55081,147.2,53.7,-93.5
CORN,OCONTO,WI,55083,116.2,79.2,-37
CORN,OUTAGAMIE,WI,55087,133.7,62.7,-71
CORN,OZAUKEE,WI,55089,143.3,49.4,-93.9
CORN,PEPIN,WI,55091,147.7,53.3,-94.4
CORN,PIERCE,WI,55093,144.5,57.6,-86.9
CORN,POLK,WI,55095,112.7,61.9,-50.8
CORN,PORTAGE,WI,55097,153.7,57.3,-96.4
CORN,RACINE,WI,55101,172.7,50.5,-122.2
CORN,RICHLAND,WI,55103,155.1,82.3,-72.8
CORN,ROCK,WI,55105,184.1,61.2,-122.9
CORN,RUSK,WI,55107,99,72.1,-26.9
CORN,ST CROIX,WI,55109,135.4,64.8,-70.6
CORN,SAUK,WI,55111,154.5,73.8,-80.7
CORN,SAWYER,WI,55113,127.9,73.4,-54.5
CORN,SHAWANO,WI,55115,137.6,69.1,-68.5
CORN,SHEBOYGAN,WI,55117,142.6,58.8,-83.8
CORN,TREMPEALEAU,WI,55121,158.3,54.1,-104.2
CORN,VERNON,WI,55123,159.2,54.2,-105
CORN,WALWORTH,WI,55127,187.4,64.2,-123.2
CORN,WASHBURN,WI,55129,96.7,59.2,-37.5
CORN,WASHINGTON,WI,55131,150.6,46.8,-103.8
CORN,WAUKESHA,WI,55133,169.9,57.7,-112.2
CORN,WAUPACA,WI,55135,141.6,66.2,-75.4
CORN,WAUSHARA,WI,55137,182.8,341,158.2
CORN,WINNEBAGO,WI,55139,145.8,61.8,-84
CORN,WOOD,WI,55141,148.6,59.6,-89
CORN,OTHER (COMBINED) COUNTIES,WI,55998,382.7,56.5,-326.2
CORN,BIG HORN,WY,56003,103.8,67.5,-36.3
CORN,GOSHEN,WY,56015,149.5,58.3,-91.2
CORN,LARAMIE,WY,56021,117.6,62.2,-55.4
CORN,PARK,WY,56029,110.4,65,-45.4
CORN,PLATTE,WY,56031,152.5,62.8,-89.7
CORN,OTHER (COMBINED) COUNTIES,WY,56998,301.1,50.7,-250.4
